VALOR,VIGENCIADESDE,VIGENCIAHASTA
1313.56,09/01/1998,09/01/1998
1315.70,10/01/1998,13/01/1998
1318.25,14/01/1998,14/01/1998
1318.53,15/01/1998,15/01/1998
1319.21,16/01/1998,16/01/1998
1322.16,17/01/1998,19/01/1998
1325.07,20/01/1998,20/01/1998
1327.00,21/01/1998,21/01/1998
1331.48,22/01/1998,22/01/1998
1334.71,23/01/1998,23/01/1998
2076.85,20/05/2000,22/05/2000
2094.73,23/05/2000,23/05/2000
2151.05,05/07/2000,05/07/2000
2163.44,06/07/2000,06/07/2000
2168.65,07/07/2000,07/07/2000
2165.51,08/07/2000,10/07/2000
2155.81,20/07/2000,21/07/2000
2152.30,22/07/2000,24/07/2000
2147.65,25/07/2000,25/07/2000
2153.91,26/07/2000,26/07/2000
2165.37,27/07/2000,27/07/2000
2173.78,28/07/2000,28/07/2000
2172.79,29/07/2000,31/07/2000
2174.55,01/08/2000,01/08/2000
2175.02,02/08/2000,02/08/2000
2173.62,03/08/2000,03/08/2000
2177.67,04/08/2000,04/08/2000
2180.64,05/08/2000,08/08/2000
2176.52,09/08/2000,09/08/2000
2176.17,10/08/2000,10/08/2000
2179.60,11/08/2000,11/08/2000
2180.89,12/08/2000,14/08/2000
2180.99,15/08/2000,15/08/2000
2185.45,16/08/2000,16/08/2000
2185.46,17/08/2000,17/08/2000
2185.75,18/08/2000,18/08/2000
2308.64,04/04/2001,04/04/2001
2315.81,05/04/2001,05/04/2001
2317.46,06/04/2001,06/04/2001
2318.58,07/04/2001,09/04/2001
2315.21,10/04/2001,10/04/2001
2309.84,11/04/2001,11/04/2001
2314.07,12/04/2001,16/04/2001
2320.18,17/04/2001,17/04/2001
2319.57,18/04/2001,18/04/2001
2316.91,19/04/2001,19/04/2001
2327.08,20/04/2001,20/04/2001
2329.73,21/04/2001,23/04/2001
2334.38,24/04/2001,24/04/2001
2339.16,25/04/2001,25/04/2001
2345.21,26/04/2001,26/04/2001
2345.57,27/04/2001,27/04/2001
2346.73,28/04/2001,30/04/2001
2341.09,01/05/2001,02/05/2001
2345.96,03/05/2001,03/05/2001
2349.95,04/05/2001,04/05/2001
2354.47,05/05/2001,07/05/2001
2359.54,08/05/2001,08/05/2001
2359.22,09/05/2001,09/05/2001
2359.98,10/05/2001,10/05/2001
2359.79,11/05/2001,11/05/2001
2367.30,12/05/2001,14/05/2001
2371.58,15/05/2001,15/05/2001
2376.93,16/05/2001,16/05/2001
2378.21,17/05/2001,17/05/2001
2378.41,18/05/2001,18/05/2001
2348.88,19/05/2001,21/05/2001
2314.75,22/05/2001,22/05/2001
2316.72,23/05/2001,23/05/2001
2295.23,24/05/2001,24/05/2001
2310.64,25/05/2001,25/05/2001
2339.98,26/05/2001,29/05/2001
2331.91,30/05/2001,30/05/2001
2324.98,31/05/2001,31/05/2001
2327.25,01/06/2001,01/06/2001
2319.16,02/06/2001,04/06/2001
2296.88,05/06/2001,05/06/2001
2303.37,06/06/2001,06/06/2001
2303.38,07/06/2001,07/06/2001
2303.41,08/06/2001,08/06/2001
2296.31,09/06/2001,11/06/2001
2309.06,12/06/2001,12/06/2001
2313.74,13/06/2001,13/06/2001
2302.16,14/06/2001,14/06/2001
2300.18,15/06/2001,15/06/2001
2303.13,16/06/2001,19/06/2001
2307.78,20/06/2001,20/06/2001
2305.35,21/06/2001,21/06/2001
2300.46,22/06/2001,22/06/2001
2298.88,23/06/2001,26/06/2001
2304.68,27/06/2001,27/06/2001
2307.03,28/06/2001,28/06/2001
2305.33,29/06/2001,29/06/2001
2298.85,30/06/2001,03/07/2001
2300.02,04/07/2001,04/07/2001
2303.26,05/07/2001,05/07/2001
2303.36,06/07/2001,06/07/2001
2304.75,07/07/2001,09/07/2001
2305.37,10/07/2001,10/07/2001
2306.16,11/07/2001,11/07/2001
2312.21,12/07/2001,12/07/2001
2323.99,13/07/2001,13/07/2001
2317.92,14/07/2001,16/07/2001
2302.56,17/07/2001,17/07/2001
2274.06,08/12/2005,09/12/2005
2275.09,10/12/2005,12/12/2005
2275.47,13/12/2005,13/12/2005
2275.33,14/12/2005,14/12/2005
2275.45,15/12/2005,15/12/2005
2276.70,16/12/2005,16/12/2005
2277.85,17/12/2005,19/12/2005
2286.83,20/12/2005,20/12/2005
2286.46,21/12/2005,21/12/2005
2285.61,22/12/2005,22/12/2005
2283.47,23/12/2005,23/12/2005
2282.36,24/12/2005,26/12/2005
2282.36,27/12/2005,27/12/2005
2283.11,28/12/2005,28/12/2005
2282.35,29/12/2005,29/12/2005
2284.22,30/12/2005,03/01/2006
2282.27,04/01/2006,04/01/2006
2282.13,05/01/2006,05/01/2006
2279.99,06/01/2006,06/01/2006
2278.40,07/01/2006,10/01/2006
2276.58,11/01/2006,11/01/2006
2274.73,12/01/2006,12/01/2006
2274.59,13/01/2006,13/01/2006
2273.31,14/01/2006,17/01/2006
2270.88,18/01/2006,18/01/2006
2271.55,19/01/2006,19/01/2006
2269.70,20/01/2006,20/01/2006
2269.41,21/01/2006,23/01/2006
2262.04,24/01/2006,24/01/2006
2262.87,25/01/2006,25/01/2006
2273.50,26/01/2006,26/01/2006
2270.85,27/01/2006,27/01/2006
2266.66,28/01/2006,30/01/2006
2265.65,31/01/2006,31/01/2006
2267.63,01/02/2006,01/02/2006
2267.39,02/02/2006,02/02/2006
2266.07,03/02/2006,03/02/2006
2265.22,04/02/2006,06/02/2006
2259.64,07/02/2006,07/02/2006
2256.57,08/02/2006,08/02/2006
2259.07,09/02/2006,09/02/2006
2256.95,10/02/2006,10/02/2006
2253.10,11/02/2006,13/02/2006
2254.03,14/02/2006,14/02/2006
2254.98,15/02/2006,15/02/2006
2253.68,16/02/2006,16/02/2006
2254.11,17/02/2006,17/02/2006
2253.89,18/02/2006,21/02/2006
2253.42,22/02/2006,22/02/2006
2251.78,23/02/2006,23/02/2006
2249.90,24/02/2006,24/02/2006
2246.18,25/02/2006,27/02/2006
2247.32,28/02/2006,28/02/2006
2245.71,01/03/2006,01/03/2006
2247.48,02/03/2006,02/03/2006
2251.45,03/03/2006,03/03/2006
2256.17,04/03/2006,06/03/2006
2259.12,07/03/2006,07/03/2006
2258.11,08/03/2006,08/03/2006
2254.55,09/03/2006,09/03/2006
2257.67,10/03/2006,10/03/2006
2265.15,11/03/2006,13/03/2006
2263.46,14/03/2006,14/03/2006
2262.41,15/03/2006,15/03/2006
2259.53,16/03/2006,16/03/2006
2258.01,17/03/2006,17/03/2006
2257.01,18/03/2006,21/03/2006
2259.19,22/03/2006,22/03/2006
2263.31,23/03/2006,23/03/2006
2265.49,24/03/2006,24/03/2006
2266.95,25/03/2006,27/03/2006
2268.35,28/03/2006,28/03/2006
2276.08,29/03/2006,29/03/2006
2286.73,30/03/2006,30/03/2006
2552.78,03/09/2004,03/09/2004
2564.89,04/09/2004,07/09/2004
2552.74,08/09/2004,08/09/2004
2536.00,09/09/2004,09/09/2004
2523.08,10/09/2004,10/09/2004
2535.29,11/09/2004,13/09/2004
2525.12,14/09/2004,14/09/2004
2521.77,15/09/2004,15/09/2004
2536.40,16/09/2004,16/09/2004
2522.57,17/09/2004,17/09/2004
2518.30,18/09/2004,20/09/2004
2548.20,21/09/2004,21/09/2004
2561.20,22/09/2004,22/09/2004
2560.66,23/09/2004,23/09/2004
2567.83,24/09/2004,24/09/2004
2602.20,25/09/2004,27/09/2004
2600.64,28/09/2004,28/09/2004
2596.28,29/09/2004,29/09/2004
2595.17,30/09/2004,30/09/2004
2608.30,01/10/2004,01/10/2004
2630.81,02/10/2004,04/10/2004
2629.65,05/10/2004,05/10/2004
2608.36,06/10/2004,06/10/2004
2603.34,07/10/2004,07/10/2004
2601.70,08/10/2004,08/10/2004
2583.74,09/10/2004,12/10/2004
2558.04,13/10/2004,13/10/2004
2553.07,14/10/2004,14/10/2004
1809.65,06/03/2013,06/03/2013
1808.00,07/03/2013,07/03/2013
1803.65,08/03/2013,08/03/2013
1800.45,09/03/2013,11/03/2013
1801.20,12/03/2013,12/03/2013
1801.64,13/03/2013,13/03/2013
1798.56,14/03/2013,14/03/2013
1797.28,15/03/2013,15/03/2013
2612.30,20/04/2004,20/04/2004
2620.94,21/04/2004,21/04/2004
2264.57,02/04/2002,02/04/2002
2257.16,03/04/2002,03/04/2002
2267.99,04/04/2002,04/04/2002
2269.35,05/04/2002,05/04/2002
2263.03,06/04/2002,08/04/2002
2255.02,09/04/2002,09/04/2002
2254.45,10/04/2002,10/04/2002
2257.78,11/04/2002,11/04/2002
2261.66,12/04/2002,12/04/2002
2264.98,13/04/2002,15/04/2002
2266.92,16/04/2002,16/04/2002
2262.56,17/04/2002,17/04/2002
2045.51,10/05/2007,10/05/2007
2041.39,11/05/2007,11/05/2007
2029.20,12/05/2007,14/05/2007
2002.04,15/05/2007,15/05/2007
1995.17,16/05/2007,16/05/2007
1988.01,17/05/2007,17/05/2007
1990.43,18/05/2007,18/05/2007
1985.33,19/05/2007,22/05/2007
1957.54,23/05/2007,23/05/2007
1963.56,24/05/2007,24/05/2007
1962.59,25/05/2007,25/05/2007
1934.55,26/05/2007,29/05/2007
1914.96,30/05/2007,30/05/2007
1930.64,31/05/2007,31/05/2007
1900.09,01/06/2007,01/06/2007
1885.80,02/06/2007,04/06/2007
1882.06,05/06/2007,05/06/2007
1877.88,06/06/2007,06/06/2007
1886.92,07/06/2007,07/06/2007
1900.68,08/06/2007,08/06/2007
1931.36,13/06/2007,13/06/2007
1542.11,01/01/1999,04/01/1999
1545.11,05/01/1999,05/01/1999
1528.28,06/01/1999,06/01/1999
1530.48,07/01/1999,07/01/1999
1543.22,08/01/1999,08/01/1999
1535.96,09/01/1999,12/01/1999
1549.35,13/01/1999,13/01/1999
1588.80,14/01/1999,14/01/1999
1584.42,15/01/1999,15/01/1999
1596.59,16/01/1999,18/01/1999
1580.40,19/01/1999,19/01/1999
1587.18,20/01/1999,20/01/1999
1582.57,21/01/1999,21/01/1999
1589.65,22/01/1999,22/01/1999
1591.81,23/01/1999,25/01/1999
1591.58,26/01/1999,26/01/1999
1591.69,27/01/1999,27/01/1999
1590.33,28/01/1999,28/01/1999
1580.72,29/01/1999,29/01/1999
1582.90,30/01/1999,01/02/1999
1581.27,02/02/1999,02/02/1999
1576.22,03/02/1999,03/02/1999
1574.07,04/02/1999,04/02/1999
1575.69,05/02/1999,05/02/1999
1570.94,06/02/1999,08/02/1999
1562.14,09/02/1999,09/02/1999
1563.39,10/02/1999,10/02/1999
1570.81,11/02/1999,11/02/1999
1317.15,06/01/1998,06/01/1998
1951.56,31/03/2000,31/03/2000
2031.86,10/05/2000,10/05/2000
2171.63,11/07/2000,11/07/2000
2183.01,19/08/2000,22/08/2000
1494.11,19/12/1998,21/12/1998
1477.51,22/12/1998,22/12/1998
1467.04,23/12/1998,23/12/1998
1484.88,24/12/1998,24/12/1998
1484.88,25/12/1998,28/12/1998
1507.52,29/12/1998,29/12/1998
1535.55,30/12/1998,30/12/1998
1542.11,31/12/1998,31/12/1998
3126.19,23/03/2019,26/03/2019
3174.79,30/03/2019,01/04/2019
3476.19,21/01/2021,21/01/2021
3676.94,04/03/2021,04/03/2021
3609.20,05/06/2021,08/06/2021
3950.43,12/08/2021,12/08/2021
3723.79,06/04/2022,06/04/2022
3440.66,22/11/2019,22/11/2019
3253.89,10/01/2020,10/01/2020
3288.05,14/01/2020,14/01/2020
3881.80,03/10/2020,05/10/2020
3874.95,21/08/2021,23/08/2021
3834.66,23/09/2021,23/09/2021
3965.41,09/02/2022,09/02/2022
2298.76,18/07/2001,18/07/2001
2298.63,19/07/2001,19/07/2001
2301.67,20/07/2001,23/07/2001
2302.26,24/07/2001,24/07/2001
2301.56,25/07/2001,25/07/2001
2302.70,26/07/2001,26/07/2001
2301.53,27/07/2001,27/07/2001
2301.70,28/07/2001,30/07/2001
2298.27,31/07/2001,31/07/2001
2293.25,01/08/2001,01/08/2001
2295.19,02/08/2001,02/08/2001
2298.91,03/08/2001,03/08/2001
2295.72,04/08/2001,06/08/2001
2291.46,07/08/2001,08/08/2001
2295.05,09/08/2001,09/08/2001
2291.50,10/08/2001,10/08/2001
2288.03,11/08/2001,13/08/2001
2284.90,14/08/2001,14/08/2001
2284.98,15/08/2001,15/08/2001
2291.41,16/08/2001,16/08/2001
2288.18,17/08/2001,17/08/2001
2285.06,18/08/2001,21/08/2001
2283.86,22/08/2001,22/08/2001
2279.25,23/08/2001,23/08/2001
2275.07,24/08/2001,24/08/2001
2273.50,25/08/2001,27/08/2001
2282.56,28/08/2001,28/08/2001
2290.57,29/08/2001,29/08/2001
2297.24,30/08/2001,30/08/2001
2301.23,31/08/2001,31/08/2001
2296.85,01/09/2001,03/09/2001
2305.15,04/09/2001,04/09/2001
2305.28,05/09/2001,05/09/2001
2312.87,06/09/2001,06/09/2001
2317.02,07/09/2001,07/09/2001
2320.09,08/09/2001,10/09/2001
2324.78,11/09/2001,11/09/2001
2341.28,12/09/2001,12/09/2001
2341.14,13/09/2001,13/09/2001
2337.25,14/09/2001,14/09/2001
2342.44,15/09/2001,17/09/2001
2342.18,18/09/2001,18/09/2001
2338.39,19/09/2001,19/09/2001
2342.04,20/09/2001,20/09/2001
2341.68,21/09/2001,21/09/2001
2342.18,22/09/2001,24/09/2001
2329.70,25/09/2001,25/09/2001
2327.09,26/09/2001,26/09/2001
2328.49,27/09/2001,27/09/2001
2328.75,28/09/2001,28/09/2001
2332.19,29/09/2001,01/10/2001
2338.45,02/10/2001,02/10/2001
2334.24,03/10/2001,03/10/2001
2336.18,04/10/2001,04/10/2001
2336.28,05/10/2001,05/10/2001
2331.03,06/10/2001,08/10/2001
2331.02,09/10/2001,09/10/2001
2328.91,10/10/2001,10/10/2001
2320.41,11/10/2001,11/10/2001
2312.33,12/10/2001,12/10/2001
2314.74,13/10/2001,16/10/2001
2303.30,17/10/2001,17/10/2001
2300.01,18/10/2001,18/10/2001
2313.24,19/10/2001,19/10/2001
2315.26,20/10/2001,22/10/2001
2318.47,23/10/2001,23/10/2001
2316.14,24/10/2001,24/10/2001
2319.53,25/10/2001,25/10/2001
2316.68,26/10/2001,26/10/2001
2314.50,27/10/2001,29/10/2001
2311.42,30/10/2001,30/10/2001
2310.02,31/10/2001,31/10/2001
2309.12,01/11/2001,01/11/2001
2309.89,02/11/2001,02/11/2001
2309.42,03/11/2001,06/11/2001
2309.22,07/11/2001,07/11/2001
2306.57,08/11/2001,08/11/2001
2307.24,09/11/2001,09/11/2001
2303.68,10/11/2001,13/11/2001
2300.69,14/11/2001,14/11/2001
2302.81,15/11/2001,15/11/2001
2311.57,16/11/2001,16/11/2001
2314.33,17/11/2001,19/11/2001
2310.90,20/11/2001,20/11/2001
2314.86,21/11/2001,21/11/2001
2319.34,22/11/2001,22/11/2001
2317.57,23/11/2001,23/11/2001
2316.40,24/11/2001,26/11/2001
2313.26,27/11/2001,27/11/2001
2312.90,28/11/2001,28/11/2001
2310.97,29/11/2001,29/11/2001
2308.59,30/11/2001,30/11/2001
2303.35,01/12/2001,03/12/2001
2304.13,04/12/2001,04/12/2001
2314.76,05/12/2001,05/12/2001
2315.36,06/12/2001,06/12/2001
2314.89,07/12/2001,07/12/2001
2310.90,08/12/2001,10/12/2001
2308.41,11/12/2001,11/12/2001
2306.56,12/12/2001,12/12/2001
2307.12,13/12/2001,13/12/2001
2312.00,14/12/2001,14/12/2001
2318.67,15/12/2001,17/12/2001
2310.58,18/12/2001,18/12/2001
2306.82,19/12/2001,19/12/2001
2307.10,20/12/2001,20/12/2001
2306.88,21/12/2001,21/12/2001
2303.15,22/12/2001,24/12/2001
2297.59,25/12/2001,25/12/2001
2297.59,26/12/2001,26/12/2001
2297.17,27/12/2001,27/12/2001
2301.33,28/12/2001,28/12/2001
2291.18,29/12/2001,02/01/2002
2182.56,12/07/2000,12/07/2000
2172.16,13/07/2000,13/07/2000
2166.22,14/07/2000,14/07/2000
2156.32,15/07/2000,17/07/2000
2144.01,18/07/2000,18/07/2000
2254.35,25/01/2001,25/01/2001
2250.03,26/01/2001,26/01/2001
2245.46,27/01/2001,29/01/2001
2240.56,30/01/2001,30/01/2001
2240.80,31/01/2001,31/01/2001
2242.08,01/02/2001,01/02/2001
2240.04,02/02/2001,02/02/2001
2242.20,03/02/2001,05/02/2001
2238.35,06/02/2001,06/02/2001
2235.03,07/02/2001,07/02/2001
2238.09,08/02/2001,08/02/2001
2242.68,09/02/2001,09/02/2001
2237.58,10/02/2001,12/02/2001
2229.59,13/02/2001,13/02/2001
2237.37,14/02/2001,14/02/2001
2239.03,15/02/2001,15/02/2001
2238.61,16/02/2001,16/02/2001
2238.51,17/02/2001,19/02/2001
2245.16,20/02/2001,20/02/2001
2247.09,21/02/2001,21/02/2001
2252.65,22/02/2001,22/02/2001
2252.86,23/02/2001,23/02/2001
2257.70,24/02/2001,26/02/2001
2256.42,27/02/2001,27/02/2001
2257.45,28/02/2001,28/02/2001
2259.64,01/03/2001,01/03/2001
2265.44,02/03/2001,02/03/2001
2264.09,03/03/2001,05/03/2001
2259.07,06/03/2001,06/03/2001
2260.33,07/03/2001,07/03/2001
2262.06,08/03/2001,08/03/2001
2262.55,09/03/2001,09/03/2001
1057.82,30/01/1997,30/01/1997
1070.97,31/01/1997,31/01/1997
1064.00,01/02/1997,03/02/1997
1065.98,04/02/1997,04/02/1997
1076.25,05/02/1997,05/02/1997
1071.88,06/02/1997,06/02/1997
1070.08,07/02/1997,07/02/1997
1066.44,08/02/1997,10/02/1997
1074.25,11/02/1997,11/02/1997
1075.17,12/02/1997,12/02/1997
1075.51,13/02/1997,13/02/1997
1073.36,14/02/1997,14/02/1997
1075.00,15/02/1997,17/02/1997
1076.04,18/02/1997,18/02/1997
1075.11,19/02/1997,19/02/1997
1074.50,20/02/1997,20/02/1997
1074.10,21/02/1997,21/02/1997
1073.42,22/02/1997,24/02/1997
1078.23,25/02/1997,25/02/1997
1084.09,26/02/1997,26/02/1997
877.90,29/04/1995,01/05/1995
877.90,02/05/1995,02/05/1995
880.63,03/05/1995,03/05/1995
882.97,04/05/1995,04/05/1995
882.24,05/05/1995,05/05/1995
881.07,06/05/1995,08/05/1995
881.33,09/05/1995,09/05/1995
878.87,10/05/1995,10/05/1995
880.25,11/05/1995,11/05/1995
881.07,12/05/1995,12/05/1995
879.35,13/05/1995,15/05/1995
877.45,16/05/1995,16/05/1995
875.17,17/05/1995,17/05/1995
874.74,18/05/1995,18/05/1995
875.75,19/05/1995,19/05/1995
873.52,20/05/1995,22/05/1995
1564.04,12/02/1999,12/02/1999
1565.57,13/02/1999,15/02/1999
1557.79,16/02/1999,16/02/1999
1561.53,17/02/1999,17/02/1999
1569.40,18/02/1999,18/02/1999
1567.17,19/02/1999,19/02/1999
1560.46,20/02/1999,22/02/1999
1556.65,23/02/1999,23/02/1999
1550.88,24/02/1999,24/02/1999
1557.97,25/02/1999,25/02/1999
1572.46,26/02/1999,26/02/1999
1568.30,27/02/1999,01/03/1999
1560.40,02/03/1999,02/03/1999
1557.94,03/03/1999,03/03/1999
1558.66,04/03/1999,04/03/1999
1555.84,05/03/1999,05/03/1999
1552.37,06/03/1999,08/03/1999
1552.44,09/03/1999,09/03/1999
1945.09,15/06/2007,15/06/2007
1947.37,14/06/2007,14/06/2007
1920.25,16/06/2007,19/06/2007
1896.07,20/06/2007,20/06/2007
1905.13,21/06/2007,21/06/2007
1938.17,22/06/2007,22/06/2007
1944.01,23/06/2007,25/06/2007
1960.32,26/06/2007,26/06/2007
1965.31,27/06/2007,27/06/2007
1982.29,28/06/2007,28/06/2007
1958.09,29/06/2007,29/06/2007
1960.61,30/06/2007,03/07/2007
1958.95,04/07/2007,05/07/2007
1969.36,06/07/2007,06/07/2007
1962.55,07/07/2007,09/07/2007
1945.94,10/07/2007,10/07/2007
1960.31,11/07/2007,11/07/2007
1964.82,12/07/2007,12/07/2007
1954.48,13/07/2007,13/07/2007
1956.05,14/07/2007,16/07/2007
1942.43,17/07/2007,17/07/2007
1931.04,18/07/2007,18/07/2007
1928.59,19/07/2007,19/07/2007
1921.04,20/07/2007,23/07/2007
1912.90,24/07/2007,24/07/2007
1916.23,25/07/2007,25/07/2007
1935.68,26/07/2007,26/07/2007
1981.58,27/07/2007,27/07/2007
1984.10,28/07/2007,30/07/2007
1971.80,31/07/2007,31/07/2007
1958.50,01/08/2007,01/08/2007
1971.20,02/08/2007,02/08/2007
1957.68,03/08/2007,03/08/2007
1963.69,04/08/2007,06/08/2007
1976.89,07/08/2007,08/08/2007
1957.58,09/08/2007,09/08/2007
1981.90,10/08/2007,10/08/2007
2006.79,11/08/2007,13/08/2007
1997.38,14/08/2007,14/08/2007
2016.30,15/08/2007,15/08/2007
2048.44,16/08/2007,16/08/2007
2124.40,17/08/2007,17/08/2007
2113.54,18/08/2007,21/08/2007
2154.94,22/08/2007,22/08/2007
2133.04,23/08/2007,23/08/2007
2138.13,24/08/2007,24/08/2007
2128.17,25/08/2007,27/08/2007
2114.15,28/08/2007,28/08/2007
2147.34,29/08/2007,29/08/2007
2160.65,30/08/2007,30/08/2007
2173.17,31/08/2007,31/08/2007
2160.99,01/09/2007,04/09/2007
2161.56,05/09/2007,05/09/2007
2174.56,06/09/2007,06/09/2007
2166.60,07/09/2007,07/09/2007
2191.00,08/09/2007,10/09/2007
2194.65,11/09/2007,11/09/2007
2185.89,12/09/2007,12/09/2007
2182.22,13/09/2007,13/09/2007
2157.75,14/09/2007,14/09/2007
2128.50,15/09/2007,17/09/2007
2130.66,18/09/2007,18/09/2007
2124.36,19/09/2007,19/09/2007
2055.28,20/09/2007,20/09/2007
2042.63,21/09/2007,21/09/2007
2026.33,22/09/2007,24/09/2007
2028.95,25/09/2007,25/09/2007
2045.51,26/09/2007,26/09/2007
2009.46,27/09/2007,27/09/2007
2013.18,28/09/2007,28/09/2007
2023.19,29/09/2007,01/10/2007
2015.75,02/10/2007,02/10/2007
2013.39,03/10/2007,03/10/2007
2017.69,04/10/2007,04/10/2007
2018.45,05/10/2007,05/10/2007
1999.95,06/10/2007,09/10/2007
1968.13,10/10/2007,10/10/2007
1972.81,11/10/2007,11/10/2007
1963.03,12/10/2007,12/10/2007
1978.97,13/10/2007,16/10/2007
2004.58,17/10/2007,17/10/2007
1994.06,18/10/2007,18/10/2007
2018.55,19/10/2007,19/10/2007
2007.24,20/10/2007,22/10/2007
2022.76,23/10/2007,23/10/2007
2006.67,24/10/2007,24/10/2007
2025.70,25/10/2007,25/10/2007
2020.29,26/10/2007,26/10/2007
2005.28,27/10/2007,29/10/2007
1995.94,30/10/2007,30/10/2007
1999.44,31/10/2007,31/10/2007
1987.69,01/11/2007,01/11/2007
2000.54,12/12/2009,14/12/2009
1992.10,15/12/2009,15/12/2009
2001.86,16/12/2009,16/12/2009
2005.09,17/12/2009,17/12/2009
2015.74,18/12/2009,18/12/2009
2025.85,19/12/2009,21/12/2009
2030.17,22/12/2009,22/12/2009
2054.10,23/12/2009,23/12/2009
2045.07,24/12/2009,24/12/2009
2043.41,25/12/2009,28/12/2009
2037.92,29/12/2009,29/12/2009
2046.20,30/12/2009,30/12/2009
2044.23,31/12/2009,04/01/2010
2021.21,05/01/2010,05/01/2010
1992.78,06/01/2010,06/01/2010
1971.32,07/01/2010,07/01/2010
1969.08,08/01/2010,08/01/2010
1968.24,09/01/2010,12/01/2010
1959.43,13/01/2010,13/01/2010
1965.81,14/01/2010,14/01/2010
1974.13,15/01/2010,15/01/2010
1967.40,16/01/2010,19/01/2010
1957.82,20/01/2010,20/01/2010
1964.18,21/01/2010,21/01/2010
1967.08,22/01/2010,22/01/2010
1981.96,23/01/2010,25/01/2010
1961.97,26/01/2010,26/01/2010
1972.22,27/01/2010,27/01/2010
1988.05,28/01/2010,28/01/2010
1550.33,10/03/1999,10/03/1999
1545.09,11/03/1999,11/03/1999
1943.24,04/09/1999,06/09/1999
1552.28,12/03/1999,12/03/1999
1562.91,13/03/1999,15/03/1999
1563.97,16/03/1999,16/03/1999
1561.74,17/03/1999,17/03/1999
1554.85,18/03/1999,18/03/1999
1550.03,19/03/1999,19/03/1999
1546.77,20/03/1999,23/03/1999
1544.60,24/03/1999,24/03/1999
1541.74,25/03/1999,25/03/1999
1534.28,26/03/1999,26/03/1999
1525.59,27/03/1999,29/03/1999
1529.59,30/03/1999,30/03/1999
1533.51,31/03/1999,31/03/1999
1533.32,01/04/1999,05/04/1999
1532.48,06/04/1999,06/04/1999
1534.13,07/04/1999,07/04/1999
1548.14,08/04/1999,08/04/1999
1574.77,09/04/1999,09/04/1999
1588.17,10/04/1999,12/04/1999
1588.19,13/04/1999,13/04/1999
1603.95,14/04/1999,14/04/1999
1593.17,15/04/1999,15/04/1999
1586.04,16/04/1999,16/04/1999
1578.93,17/04/1999,19/04/1999
1570.53,20/04/1999,20/04/1999
1563.94,21/04/1999,21/04/1999
1570.34,22/04/1999,22/04/1999
1573.86,23/04/1999,23/04/1999
1578.98,24/04/1999,26/04/1999
1580.78,27/04/1999,27/04/1999
1590.53,28/04/1999,28/04/1999
1598.69,29/04/1999,29/04/1999
1604.44,30/04/1999,30/04/1999
1611.48,01/05/1999,03/05/1999
1613.61,04/05/1999,04/05/1999
1603.97,05/05/1999,05/05/1999
1610.66,06/05/1999,06/05/1999
1618.00,07/05/1999,07/05/1999
1631.71,08/05/1999,10/05/1999
1627.30,11/05/1999,11/05/1999
1631.02,12/05/1999,12/05/1999
1631.95,13/05/1999,13/05/1999
1630.08,14/05/1999,14/05/1999
1640.15,15/05/1999,18/05/1999
3368.80,10/09/2019,10/09/2019
3657.41,04/06/2021,04/06/2021
3748.50,01/07/2021,01/07/2021
3834.13,28/08/2021,30/08/2021
4042.36,06/01/2022,06/01/2022
3964.30,22/01/2022,24/01/2022
3938.97,15/02/2022,15/02/2022
3146.81,02/04/2019,02/04/2019
3385.11,14/02/2020,14/02/2020
3400.98,20/02/2020,20/02/2020
3739.03,26/06/2021,28/06/2021
3786.05,05/10/2021,05/10/2021
3910.64,26/02/2022,28/02/2022
3798.90,25/03/2022,25/03/2022
871.11,23/05/1995,23/05/1995
869.95,24/05/1995,24/05/1995
870.55,25/05/1995,25/05/1995
872.96,26/05/1995,26/05/1995
872.66,27/05/1995,29/05/1995
872.66,30/05/1995,30/05/1995
876.36,31/05/1995,31/05/1995
876.62,01/06/1995,01/06/1995
877.22,02/06/1995,02/06/1995
875.99,03/06/1995,05/06/1995
874.81,06/06/1995,06/06/1995
1080.93,27/02/1997,27/02/1997
1080.51,28/02/1997,28/02/1997
1077.07,01/03/1997,03/03/1997
1075.86,04/03/1997,04/03/1997
1067.77,05/03/1997,05/03/1997
1063.44,06/03/1997,06/03/1997
1057.58,07/03/1997,07/03/1997
1054.05,08/03/1997,10/03/1997
1056.92,11/03/1997,11/03/1997
1062.73,12/03/1997,12/03/1997
1063.33,13/03/1997,13/03/1997
1060.35,14/03/1997,14/03/1997
1060.86,15/03/1997,17/03/1997
1059.87,18/03/1997,18/03/1997
1058.61,19/03/1997,19/03/1997
1060.31,20/03/1997,20/03/1997
1060.66,21/03/1997,21/03/1997
1060.03,22/03/1997,25/03/1997
1059.53,26/03/1997,26/03/1997
1059.88,27/03/1997,31/03/1997
1060.93,01/04/1997,01/04/1997
1061.98,02/04/1997,02/04/1997
1061.95,03/04/1997,03/04/1997
1062.46,04/04/1997,04/04/1997
1062.58,05/04/1997,07/04/1997
1063.30,08/04/1997,08/04/1997
1062.67,09/04/1997,09/04/1997
1062.78,10/04/1997,10/04/1997
1060.71,11/04/1997,11/04/1997
1058.76,12/04/1997,14/04/1997
1058.73,15/04/1997,15/04/1997
1058.97,16/04/1997,16/04/1997
1056.91,17/04/1997,17/04/1997
1054.35,18/04/1997,18/04/1997
1051.43,19/04/1997,21/04/1997
